LoanId,MaxDPD
92221095,-7
92221104,119
92221126,1
92221139,4
92221173,-1
92241337,-13
92221165,-5
92227534,1
92249856,51
92249891,11
92249944,79
92249976,81
92249982,81
92250027,-3
92250033,5
92250278,-1
92250358,18
92253460,-14
92253461,-8
92253476,-16
92253513,77
92253575,46
92253577,-4
92253592,77
92216202,-26
92216204,-7
92216243,126
92216249,6
92216293,3
92216298,-17
92233136,-6
92233165,0
92225132,2
92225220,-21
92229832,107
92234755,-2
92234766,100
92234784,-8
92234819,9
92234844,0
92236587,-14
92220684,120
92220701,-4
92220801,-5
92220831,0
92220840,2
92220917,23
92230405,0
92230462,4
92230509,5
92230518,2
92230519,0
92230526,-23
92225827,-25
92225936,0
92225995,-9
92241125,1
92241189,0
92244882,-16
92244903,83
92244942,-1
92244963,83
92251463,-25
92251527,-2
92251545,80
92251564,-27
92251592,-4
92251696,3
92200410,0
92215678,127
92215713,127
92227758,0
92227782,110
92227979,8
92227981,6
92228026,-5
92228071,-6
92228127,0
92223477,116
92223565,-8
92235485,96
92235673,99
92210625,-4
92234007,-13
92234022,0
92234032,4
92234053,-4
92234160,0
92234162,-3
92234168,0
92234196,55
92234221,0
92223515,116
92223554,112
92227566,111
92228992,109
92229051,12
92253648,0
92253673,-10
92253793,6
92253807,3
92253828,0
92253865,76
92253891,-5
92252320,-23
92252397,3
92252403,-28
92252486,-2
92252487,-4
92252513,-9
92252514,1
92252541,3
92226134,113
92226137,-1
92233359,102
92245040,67
92223819,115
92226741,38
92217387,6
92217388,124
92217427,0
92217439,0
92217454,119
92217486,0
92217488,0
92226497,5
92226545,-21
92239591,93
92239613,-1
92239652,-2
92239693,-4
92243527,-3
92226312,109
92226335,112
92226431,7
92226447,1
92234998,2
92235007,100
92235010,-11
92235057,-1
92235115,-5
92221931,-2
92221947,-15
92221985,-1
92222043,-1
92222108,5
92222129,118
92244880,-3
92250364,-1
92250566,81
92250586,2
92250643,-7
92250657,4
92250707,-29
92254399,76
92254436,0
92254470,-24
92217976,69
92253684,-5
92253725,0
92253734,2
92253780,3
92224534,2
92240648,-7
92240656,3
92252716,78
92252795,78
92253071,-17
92253153,-10
92253184,78
92227588,0
92227616,2
92227678,110
92227699,-4
92227706,1
92227730,-12
92227761,-1
92227786,8
92227806,1
92227881,-2
92227899,-4
92251759,78
92211612,-20
92211648,0
92211706,0
92211777,130
92211783,-1
92211810,-6
92211857,-1
92211921,130
92211983,6
92221459,-10
92221480,119
92221482,-3
92221484,1
92221534,-25
92221540,-16
92220894,8
92220923,2
92220955,-8
92220965,-10
92220969,-1
92221000,37
92221001,-6
92221025,119
92221029,18
92237822,0
92238056,35
92238113,-2
92238163,1
92229120,1
92245537,83
92245565,82
92245596,0
92249221,6
92249252,-4
92249380,-2
92249424,10
92212923,-1
92213045,0
92213081,-9
92213270,0
92213407,-28
92216160,0
92242091,89
92242155,89
92242188,89
92220259,120
92220281,120
92220287,9
92220290,120
92220329,120
92220336,120
92220356,-3
92220413,-28
92220456,0
92220480,0
92220547,120
92220578,29
92232668,103
92232698,-13
92232738,-2
92224408,-1
92224442,7
92224453,0
92214537,129
92214580,13
92214590,112
92214631,-2
92235203,1
92242061,-9
92216315,30
92222453,1
92222477,117
92222491,6
92222500,0
92227104,-15
92227109,-15
92227152,110
92227271,0
92227313,-2
92224643,-6
92253296,2
92253395,78
92253398,-28
92207157,2
92207188,-4
92227411,109
92246454,-22
92216755,0
92216786,4
92216811,-11
92216817,-27
92216827,125
92209942,0
92220707,-15
92220830,-1
92222632,-12
92225654,0
92225733,-24
92245037,-8
92255104,14
92255403,-2
92235602,95
92235872,0
92235917,0
92239978,2
92230153,0
92230204,0
92230292,6
92233507,-13
92233525,5
92233591,-3
92241333,-1
92242852,-9
92242867,81
92245324,-5
92223945,115
92249641,81
92249703,0
92249715,-3
92249747,-3
92249774,79
92249782,0
92249783,-28
92249790,-18
92249796,81
92249851,2
92241523,0
92248013,0
92248119,2
92248131,0
92248184,-1
92248364,-19
92248453,2
92226249,1
92229160,10
92229173,-5
92229185,-1
92229225,0
92229236,-25
92229282,5
92229302,48
92221286,-11
92213932,-1
92213977,-8
92214007,-7
92214080,1
92220647,118
92220655,-5
92220657,0
92220663,0
92220696,1
92244297,-5
92214955,99
92215000,0
92215018,-1
92215048,128
92215097,-2
92215150,-5
92222956,117
92222967,-1
92223012,-12
92223045,116
92223047,87
92223049,20
92223060,31
92223083,-8
92223099,110
92225948,113
92225986,1
92216595,0
92216630,3
92216638,122
92216649,0
92216657,0
92216696,-27
92243883,86
92243931,85
92244017,23
92244033,-2
92244057,0
92244085,-13
92244171,88
92221392,5
92224678,10
92224687,0
92224696,19
92224708,1
92224788,0
92245737,0
92209836,-2
92210043,-14
92212151,-1
92212171,-1
92212314,5
92218302,121
92238946,41
92239054,9
92239216,93
92239336,-3
92223670,13
92223685,1
92233149,-1
92233183,1
92233235,-12
92233245,-28
92233272,0
92215192,-1
92215242,-14
92216970,125
92216981,-26
92217065,-29
92217086,2
92223126,116
92223203,0
92223206,0
92223210,7
92223304,-14
92235385,19
92235503,-8
92236708,-2
92241650,86
92241675,59
92241733,0
92209697,0
92228190,-22
92228211,0
92228324,-20
92229923,3
92224739,-1
92224794,-15
92224824,-2
92224838,-10
92224936,114
92235216,-9
92235223,-16
92235224,99
92235274,-4
92235345,-1
92235348,21
92235356,3
92235371,0
92231970,0
92231992,0
92231999,5
92232017,105
92232030,0
92232033,2
92232034,-1
92232042,-4
92232052,-2
92232109,-3
92232115,100
92232118,-28
92232135,0
92232181,103
92232253,0
92232316,-1
92232321,104
92232332,0
92232346,0
92232367,8
92232376,1
92232532,0
92232533,-3
92235534,-14
92244339,88
92244725,86
92246980,-1
92187996,-18
92228750,107
92228778,-10
92228812,64
92223716,-6
92223736,-22
92230676,0
92230710,0
92230728,-2
92197541,52
92211006,133
92211073,95
92211084,-5
92211119,4
92211140,133
92211195,129
92211272,32
92211327,-5
92211356,94
92211376,-6
92229867,-3
92229882,107
92229897,107
92229914,6
92239521,-2
92239618,93
92254593,4
92254625,-18
92254676,0
92254718,75
92254731,0
92254746,76
92254785,76
92254798,3
92245116,0
92245223,0
92237870,-1
92237903,81
92237958,24
92237960,-1
92238001,-14
92238153,93
92238190,-17
92225811,-24
92225923,0
92227870,110
92227989,10
92228053,93
92253987,1
92253991,-25
92253994,1
92254024,1
92254037,2
92254065,75
92254090,-14
92254103,3
92254131,-30
92253196,-3
92253232,-6
92253260,40
92253292,78
92253325,75
92253339,3
92213849,6
92234182,-24
92234226,101
92234259,-7
92234272,-2
92215527,1
92215532,-3
92215610,127
92215627,125
92215661,-1
92215667,0
92219462,119
92250294,1
92250336,81
92250378,65
92250571,81
92250582,-4
92250588,-4
92231303,106
92231388,-20
92231406,-4
92231418,0
92231424,0
92231440,1
92231463,-23
92214089,64
92214095,-1
92214105,-23
92214141,5
92214934,1
92214938,12
92214961,3
92215079,0
92215081,-1
92215153,-6
92215157,68
92215222,-4
92215845,-21
92215849,-11
92215853,0
92215889,-4
92216099,2
92216105,1
92195964,-13
92233421,100
92233432,-1
92233436,0
92219227,-24
92219251,115
92248896,-1
92248960,82
92248996,2
92249020,-5
92249026,79
92249038,79
92249057,-20
92249115,0
92249145,0
92249166,2
92249177,0
92249206,82
92249212,7
92249225,-3
92249305,1
92249310,81
92234602,101
92251907,-2
92252078,79
92252197,15
92252236,3
92212581,131
92212612,130
92212647,6
92212768,-25
92221551,-8
92221593,119
92221608,-1
92221631,117
92221665,115
92221699,0
92243179,0
92243306,1
92231819,-18
92231848,1
92231850,-28
92231872,9
92214712,31
92214713,126
92214720,128
92214745,-2
92214803,-4
92214804,-24
92226813,-6
92226834,-28
92218145,-7
92211411,-16
92211412,0
92211452,-6
92223342,13
92223354,-8
92223361,2
92223384,-1
92223390,-24
92223455,12
92223458,116
92227421,13
92227458,109
92132662,98
92250805,60
92250820,3
92250860,3
92250877,-8
92250897,-2
92250920,79
92226760,0
92226780,112
92227467,0
92215440,-14
92215496,128
92215498,-6
92221215,70
92221227,-20
92221247,-9
92221258,-8
92221262,119
92221263,116
92221311,-23
92219796,-1
92246239,0
92248795,4
92248810,5
92205808,9
92228743,-5
92228836,-10
92228853,1
92245059,-1
92227485,0
92248856,79
92248987,3
92249079,82
92249084,0
92249124,-15
92233753,0
92233772,2
92233788,-9
92233859,101
92251802,3
92251837,2
92251977,49
92252255,79
92226690,52
92226727,8
92238884,-16
92228820,0
92228833,69
92228943,-18
92246950,80
92247092,-3
92247151,10
92247163,2
92217143,-3
92217172,-4
92211599,0
92226267,86
92227048,0
92203474,-5
92203203,90
92213479,129
92213509,2
92213570,-2
92226983,0
92242810,0
92222559,55
92222607,2
92225991,0
92226070,0
92226120,113
92226155,0
92227054,2
92227058,0
92230230,1
92230235,-10
92230243,-1
92230345,107
92230351,7
92231186,105
92231239,0
92244040,0
92244088,-14
92244228,86
92246796,2
92250956,4
92250979,26
92251014,-7
92251055,80
92251085,3
92251086,-3
92251113,3
92225535,66
92225566,113
92225588,51
92225670,113
92230389,103
92230442,0
92230481,4
92222692,-13
92222776,87
92222784,1
92222805,-7
92222864,-61
92223727,0
92229668,-2
92229685,-1
92243851,40
92243882,0
92243933,-1
92243984,-2
92244082,0
92218816,0
92218845,120
92218864,19
92218940,9
92209611,-3
92228917,-27
92228958,106
92228966,0
92238642,0
92225157,114
92225226,-5
92225277,5
92225745,3
92225760,-1
92224876,-7
92224931,114
92225151,0
92225237,-3
92184206,-23
92244176,-4
92215733,127
92215825,0
92215963,127
92216053,-9
92216079,6
92229338,0
92229366,0
92229370,2
92229377,107
92229535,78
92229572,0
92229590,107
92223677,-1
92252306,3
92252318,2
92252332,-22
92252396,0
92222219,-27
92222227,0
92222239,87
92222240,-23
92222244,-14
92222249,0
92222282,0
92222288,-2
92222299,118
92222313,7
92215277,-5
92215397,127
92215418,-2
92215425,124
92216533,1
92216555,2
92216565,-3
92216575,0
92202670,0
92222490,1
92222496,-15
92222567,0
92225426,9
