address,ID,First_Due_Date,First_Payment_Month,DisbursementMonth,DisbursementDate,loanamount,LOANNAME,totaldue,TERM,Paidflag
Oyo,92208437,2022-01-27,2022-01-01,2021-12-01,2021-12-28,17700.0000000000,"Lite Loan - New",5310.00,3,paidin7
Kwara,92208639,2022-01-27,2022-01-01,2021-12-01,2021-12-28,17400.0000000000,"Lite Loan - New",5220.00,3,"not paid"
Delta,92208991,2022-01-30,2022-01-01,2021-12-01,2021-12-31,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92209022,2022-01-28,2022-01-01,2021-12-01,2021-12-29,20000.0000000000,"Lite Loan - New",6000.00,3,paidin14
Lagos,92209243,2022-01-28,2022-01-01,2021-12-01,2021-12-29,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Enugu,92209382,2022-01-29,2022-01-01,2021-12-01,2021-12-30,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Kano,92209427,2022-01-29,2022-01-01,2021-12-01,2021-12-30,8000.0000000000,"Lite Loan - New",2400.00,3,paidin7
Edo,92209598,2022-01-30,2022-01-01,2021-12-01,2021-12-31,10900.0000000000,"Lite Loan - New",3270.00,3,paidin7
Edo,92210396,2022-02-02,2022-02-01,2022-01-01,2022-01-03,6300.0000000000,"Lite Loan - New",1701.00,3,paidin7
Rivers,92210441,2022-01-30,2022-01-01,2021-12-01,2021-12-31,5900.0000000000,"Lite Loan - New",1770.00,3,"not paid"
Kwara,92210926,2022-01-30,2022-01-01,2021-12-01,2021-12-31,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Delta,92211119,2022-01-31,2022-01-01,2022-01-01,2022-01-01,36500.0000000000,"Lite Loan - New",10950.00,3,paidin7
Edo,92211411,2022-02-01,2022-02-01,2022-01-01,2022-01-02,33600.0000000000,"Lite Loan - New",9744.00,3,paidin7
FCT,92211631,2022-02-01,2022-02-01,2022-01-01,2022-01-02,5400.0000000000,"Lite Loan - New",1620.00,3,paidin7
FCT,92211693,2022-02-03,2022-02-01,2022-01-01,2022-01-04,15800.0000000000,"Lite Loan - New",5508.22,3,"not paid"
Oyo,92211768,2022-02-05,2022-02-01,2022-01-01,2022-01-06,10400.0000000000,"Lite Loan - New",2704.00,3,paidin7
Lagos,92211928,2022-02-09,2022-02-01,2022-01-01,2022-01-10,20000.0000000000,"Lite Loan - New",6133.33,3,"not paid"
Ogun,92212324,2022-02-28,2022-02-01,2022-01-01,2022-01-29,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Kwara,92212923,2022-02-03,2022-02-01,2022-01-01,2022-01-04,5000.0000000000,"Lite Loan - New",1500.00,3,paidin7
FCT,92213918,2022-02-07,2022-02-01,2022-01-01,2022-01-08,5400.0000000000,"Lite Loan - New",1566.00,3,paidin7
Lagos,92213932,2022-03-07,2022-03-01,2022-02-01,2022-02-05,50000.0000000000,"Lite Loan - New",1000.00,3,paidin7
Lagos,92214493,2022-02-04,2022-02-01,2022-01-01,2022-01-05,19100.0000000000,"Lite Loan - New",6112.00,3,"not paid"
"Akwa Ibom",92214590,2022-02-21,2022-02-01,2022-01-01,2022-01-22,8000.0000000000,"Lite Loan - New",1200.00,3,"not paid"
Lagos,92214745,2022-02-05,2022-02-01,2022-01-01,2022-01-06,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92214750,2022-02-08,2022-02-01,2022-01-01,2022-01-09,19700.0000000000,"Lite Loan - New",5516.00,3,paidin7
Delta,92214803,2022-02-05,2022-02-01,2022-01-01,2022-01-06,30000.0000000000,"Lite Loan - New",9300.00,3,paidin7
Lagos,92214934,2022-02-07,2022-02-01,2022-01-01,2022-01-08,15600.0000000000,"Lite Loan - New",4524.00,3,paidin7
FCT,92215018,2022-02-06,2022-02-01,2022-01-01,2022-01-07,14500.0000000000,"Lite Loan - New",4350.00,3,paidin7
"Akwa Ibom",92215272,2022-02-07,2022-02-01,2022-01-01,2022-01-08,20000.0000000000,"Lite Loan - New",6000.00,3,paidin30
Ogun,92215308,2022-02-05,2022-02-01,2022-01-01,2022-01-06,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Abia,92215904,2022-02-07,2022-02-01,2022-01-01,2022-01-08,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Delta,92215905,2022-02-07,2022-02-01,2022-01-01,2022-01-08,17800.0000000000,"Lite Loan - New",5162.00,3,paidin7
Delta,92215963,2022-02-06,2022-02-01,2022-01-01,2022-01-07,33000.0000000000,"Lite Loan - New",9900.00,3,"not paid"
Lagos,92215996,2022-02-06,2022-02-01,2022-01-01,2022-01-07,4700.0000000000,"Lite Loan - New",1410.00,3,paidin7
Ogun,92216060,2022-02-09,2022-02-01,2022-01-01,2022-01-10,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92216074,2022-02-06,2022-02-01,2022-01-01,2022-01-07,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92216204,2022-02-07,2022-02-01,2022-01-01,2022-01-08,18800.0000000000,"Lite Loan - New",5640.00,3,paidin7
Lagos,92216282,2022-02-07,2022-02-01,2022-01-01,2022-01-08,50000.0000000000,"Lite Loan - New",12450.00,3,paidin14
Benue,92216503,2022-02-07,2022-02-01,2022-01-01,2022-01-08,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92217017,2022-02-08,2022-02-01,2022-01-01,2022-01-09,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Lagos,92217308,2022-02-09,2022-02-01,2022-01-01,2022-01-10,18400.0000000000,"Lite Loan - New",5336.00,3,paidin7
FCT,92217309,2022-02-08,2022-02-01,2022-01-01,2022-01-09,19100.0000000000,"Lite Loan - New",5730.00,3,paidin7
Edo,92219796,2022-02-17,2022-02-01,2022-01-01,2022-01-18,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92219849,2022-02-13,2022-02-01,2022-01-01,2022-01-14,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92220158,2022-02-13,2022-02-01,2022-01-01,2022-01-14,31400.0000000000,"Lite Loan - New",9420.00,3,"not paid"
Oyo,92220381,2022-02-13,2022-02-01,2022-01-01,2022-01-14,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92220547,2022-02-13,2022-02-01,2022-01-01,2022-01-14,46400.0000000000,"Lite Loan - New",13920.00,3,"not paid"
Lagos,92220965,2022-02-13,2022-02-01,2022-01-01,2022-01-14,7100.0000000000,"Lite Loan - New",2130.00,3,paidin7
Taraba,92221139,2022-02-14,2022-02-01,2022-01-01,2022-01-15,50000.0000000000,"Lite Loan - New",13280.00,3,paidin7
Delta,92221551,2022-02-15,2022-02-01,2022-01-01,2022-01-16,10100.0000000000,"Lite Loan - New",2929.00,3,paidin7
Kano,92222408,2022-02-16,2022-02-01,2022-01-01,2022-01-17,5000.0000000000,"Lite Loan - New",1500.00,3,paidin7
"Akwa Ibom",92222651,2022-02-16,2022-02-01,2022-01-01,2022-01-17,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
Oyo,92222783,2022-02-16,2022-02-01,2022-01-01,2022-01-17,11200.0000000000,"Lite Loan - New",3360.00,3,"not paid"
Lagos,92222832,2022-02-16,2022-02-01,2022-01-01,2022-01-17,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Osun,92223089,2022-02-16,2022-02-01,2022-01-01,2022-01-17,6900.0000000000,"Lite Loan - New",2070.00,3,"not paid"
Rivers,92223206,2022-02-17,2022-02-01,2022-01-01,2022-01-18,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92223446,2022-02-18,2022-02-01,2022-01-01,2022-01-19,7400.0000000000,"Lite Loan - New",2146.00,3,paidin7
"Akwa Ibom",92223477,2022-02-17,2022-02-01,2022-01-01,2022-01-18,6900.0000000000,"Lite Loan - New",2070.00,3,"not paid"
Edo,92223554,2022-02-21,2022-02-01,2022-01-01,2022-01-22,15000.0000000000,"Lite Loan - New",4500.00,3,"not paid"
Lagos,92223729,2022-02-17,2022-02-01,2022-01-01,2022-01-18,10300.0000000000,"Lite Loan - New",3090.00,3,"not paid"
Lagos,92223779,2022-02-17,2022-02-01,2022-01-01,2022-01-18,5000.0000000000,"Lite Loan - New",1500.00,3,paidin14
Kano,92224066,2022-02-18,2022-02-01,2022-01-01,2022-01-19,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92224166,2022-02-18,2022-02-01,2022-01-01,2022-01-19,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92224272,2022-02-18,2022-02-01,2022-01-01,2022-01-19,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Benue,92224279,2022-02-18,2022-02-01,2022-01-01,2022-01-19,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92224324,2022-02-18,2022-02-01,2022-01-01,2022-01-19,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92224708,2022-02-19,2022-02-01,2022-01-01,2022-01-20,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92224936,2022-02-19,2022-02-01,2022-01-01,2022-01-20,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
FCT,92225159,2022-02-20,2022-02-01,2022-01-01,2022-01-21,15400.0000000000,"Lite Loan - New",4620.00,3,paidin7
Lagos,92225357,2022-02-19,2022-02-01,2022-01-01,2022-01-20,8500.0000000000,"Lite Loan - New",2635.00,3,"not paid"
Ondo,92225515,2022-02-20,2022-02-01,2022-01-01,2022-01-21,46200.0000000000,"Lite Loan - New",13860.00,3,"not paid"
Rivers,92225649,2022-02-21,2022-02-01,2022-01-01,2022-01-22,19600.0000000000,"Lite Loan - New",5684.00,3,paidin7
Lagos,92225963,2022-02-20,2022-02-01,2022-01-01,2022-01-21,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Edo,92226036,2022-02-20,2022-02-01,2022-01-01,2022-01-21,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Rivers,92226137,2022-02-21,2022-02-01,2022-01-01,2022-01-22,6000.0000000000,"Lite Loan - New",1800.00,3,paidin7
Lagos,92226488,2022-02-21,2022-02-01,2022-01-01,2022-01-22,31800.0000000000,"Lite Loan - New",9540.00,3,"not paid"
Delta,92226858,2022-02-22,2022-02-01,2022-01-01,2022-01-23,13400.0000000000,"Lite Loan - New",3886.00,3,paidin7
FCT,92227058,2022-02-23,2022-02-01,2022-01-01,2022-01-24,40000.0000000000,"Lite Loan - New",11600.00,3,paidin7
Lagos,92227060,2022-02-24,2022-02-01,2022-01-01,2022-01-25,11500.0000000000,"Lite Loan - New",3220.00,3,"not paid"
Lagos,92227271,2022-02-22,2022-02-01,2022-01-01,2022-01-23,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
FCT,92227385,2022-02-25,2022-02-01,2022-01-01,2022-01-26,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Oyo,92227534,2022-02-23,2022-02-01,2022-01-01,2022-01-24,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Lagos,92227706,2022-02-23,2022-02-01,2022-01-01,2022-01-24,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Enugu,92227874,2022-02-23,2022-02-01,2022-01-01,2022-01-24,20000.0000000000,"Lite Loan - New",6066.67,3,"not paid"
Lagos,92227881,2022-02-23,2022-02-01,2022-01-01,2022-01-24,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
Edo,92228053,2022-02-23,2022-02-01,2022-01-01,2022-01-24,20000.0000000000,"Lite Loan - New",6066.67,3,"not paid"
Lagos,92228127,2022-02-23,2022-02-01,2022-01-01,2022-01-24,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Lagos,92228346,2022-04-18,2022-04-01,2022-03-01,2022-03-19,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
Ondo,92228533,2022-02-24,2022-02-01,2022-01-01,2022-01-25,7500.0000000000,"Lite Loan - New",2250.00,3,paidin7
FCT,92228690,2022-02-25,2022-02-01,2022-01-01,2022-01-26,13700.0000000000,"Lite Loan - New",3973.00,3,"not paid"
Kwara,92229160,2022-02-25,2022-02-01,2022-01-01,2022-01-26,38500.0000000000,"Lite Loan - New",11165.00,3,paidin14
Lagos,92229730,2022-02-25,2022-02-01,2022-01-01,2022-01-26,20000.0000000000,"Lite Loan - New",6000.00,3,paidin14
Lagos,92230054,2022-02-26,2022-02-01,2022-01-01,2022-01-27,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Edo,92230071,2022-02-26,2022-02-01,2022-01-01,2022-01-27,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Ekiti,92230160,2022-02-26,2022-02-01,2022-01-01,2022-01-27,14600.0000000000,"Lite Loan - New",4818.00,3,"not paid"
Lagos,92230682,2022-02-28,2022-02-01,2022-01-01,2022-01-29,12800.0000000000,"Lite Loan - New",3968.00,3,paidin14
Kwara,92230710,2022-02-26,2022-02-01,2022-01-01,2022-01-27,34800.0000000000,"Lite Loan - New",11484.00,3,paidin7
Rivers,92230714,2022-02-27,2022-02-01,2022-01-01,2022-01-28,4800.0000000000,"Lite Loan - New",1536.00,3,paidin7
Lagos,92230896,2022-02-27,2022-02-01,2022-01-01,2022-01-28,9100.0000000000,"Lite Loan - New",2912.00,3,"not paid"
Lagos,92231078,2022-02-27,2022-02-01,2022-01-01,2022-01-28,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Osun,92231266,2022-03-04,2022-03-01,2022-02-01,2022-02-02,13200.0000000000,"Lite Loan - New",3696.00,3,paidin7
Oyo,92231360,2022-02-27,2022-02-01,2022-01-01,2022-01-28,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Ondo,92231503,2022-03-02,2022-03-01,2022-01-01,2022-01-31,16100.0000000000,"Lite Loan - New",5756.14,3,"not paid"
Oyo,92231799,2022-03-02,2022-03-01,2022-01-01,2022-01-31,5600.0000000000,"Lite Loan - New",1680.00,3,paidin7
Oyo,92232353,2022-03-02,2022-03-01,2022-01-01,2022-01-31,6900.0000000000,"Lite Loan - New",2070.00,3,paidin7
FCT,92232406,2022-03-01,2022-03-01,2022-01-01,2022-01-30,20000.0000000000,"Lite Loan - New",6133.33,3,"not paid"
Lagos,92232532,2022-03-01,2022-03-01,2022-01-01,2022-01-30,13200.0000000000,"Lite Loan - New",3960.00,3,paidin7
FCT,92232553,2022-03-01,2022-03-01,2022-01-01,2022-01-30,14800.0000000000,"Lite Loan - New",4440.00,3,"not paid"
FCT,92233149,2022-03-03,2022-03-01,2022-02-01,2022-02-01,10000.0000000000,"Lite Loan - New",3066.67,3,paidin7
Edo,92233421,2022-03-05,2022-03-01,2022-02-01,2022-02-03,50000.0000000000,"Lite Loan - New",12588.33,3,"not paid"
Lagos,92233597,2022-03-05,2022-03-01,2022-02-01,2022-02-03,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Ekiti,92234032,2022-03-03,2022-03-01,2022-02-01,2022-02-01,5800.0000000000,"Lite Loan - New",1740.00,3,paidin7
FCT,92234391,2022-03-04,2022-03-01,2022-02-01,2022-02-02,22000.0000000000,"Lite Loan - New",6600.00,3,"not paid"
Lagos,92234455,2022-03-06,2022-03-01,2022-02-01,2022-02-04,16300.0000000000,"Lite Loan - New",4564.00,3,paidin7
Oyo,92236468,2022-03-07,2022-03-01,2022-02-01,2022-02-05,47300.0000000000,"Lite Loan - New",15136.00,3,paidin7
Lagos,92237010,2022-03-08,2022-03-01,2022-02-01,2022-02-06,10000.0000000000,"Lite Loan - New",3100.00,3,"not paid"
Kaduna,92237215,2022-03-08,2022-03-01,2022-02-01,2022-02-06,15000.0000000000,"Lite Loan - New",4500.00,3,paidin7
Lagos,92237259,2022-03-11,2022-03-01,2022-02-01,2022-02-09,20000.0000000000,"Lite Loan - New",6000.00,3,paidin14
Lagos,92237870,2022-03-10,2022-03-01,2022-02-01,2022-02-08,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
Lagos,92238800,2022-04-25,2022-04-01,2022-03-01,2022-03-08,50000.0000000000,"Lite Loan - New",12588.33,3,"not paid"
Kano,92241189,2022-03-14,2022-03-01,2022-02-01,2022-02-12,8700.0000000000,"Lite Loan - New",2523.00,3,paidin7
Lagos,92241920,2022-03-16,2022-03-01,2022-02-01,2022-02-14,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92242155,2022-03-16,2022-03-01,2022-02-01,2022-02-14,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
FCT,92243615,2022-03-20,2022-03-01,2022-02-01,2022-02-18,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Rivers,92245040,2022-03-19,2022-03-01,2022-02-01,2022-02-17,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Oyo,92245592,2022-03-23,2022-03-01,2022-02-01,2022-02-21,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92245737,2022-03-23,2022-03-01,2022-02-01,2022-02-21,6600.0000000000,"Lite Loan - New",1716.00,3,paidin7
Delta,92246239,2022-03-24,2022-03-01,2022-02-01,2022-02-22,30600.0000000000,"Lite Loan - New",7956.00,3,paidin7
FCT,92246634,2022-03-25,2022-03-01,2022-02-01,2022-02-23,14200.0000000000,"Lite Loan - New",3550.00,3,paidin7
FCT,92246727,2022-03-28,2022-03-01,2022-02-01,2022-02-26,12800.0000000000,"Lite Loan - New",2816.00,3,paidin7
Lagos,92248803,2022-04-15,2022-04-01,2022-03-01,2022-03-16,15800.0000000000,"Lite Loan - New",790.00,3,paidin7
Lagos,92249062,2022-03-25,2022-03-01,2022-02-01,2022-02-23,4400.0000000000,"Lite Loan - New",1232.00,3,paidin7
Ogun,92249102,2022-03-26,2022-03-01,2022-02-01,2022-02-24,17200.0000000000,"Lite Loan - New",4644.00,3,paidin14
Lagos,92249243,2022-03-24,2022-03-01,2022-02-01,2022-02-22,13800.0000000000,"Lite Loan - New",4002.00,3,paidin7
Delta,92249279,2022-03-23,2022-03-01,2022-02-01,2022-02-21,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Edo,92249371,2022-03-23,2022-03-01,2022-02-01,2022-02-21,21600.0000000000,"Lite Loan - New",6480.00,3,"not paid"
Lagos,92249445,2022-03-24,2022-03-01,2022-02-01,2022-02-22,13100.0000000000,"Lite Loan - New",3799.00,3,paidin14
Lagos,92249618,2022-03-24,2022-03-01,2022-02-01,2022-02-22,40000.0000000000,"Lite Loan - New",12000.00,3,paidin7
Lagos,92249709,2022-03-25,2022-03-01,2022-02-01,2022-02-23,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Lagos,92250017,2022-03-25,2022-03-01,2022-02-01,2022-02-23,9900.0000000000,"Lite Loan - New",2871.00,3,"not paid"
Benue,92250327,2022-03-24,2022-03-01,2022-02-01,2022-02-22,20000.0000000000,"Lite Loan - New",6066.67,3,"not paid"
Kano,92250501,2022-03-26,2022-03-01,2022-02-01,2022-02-24,20000.0000000000,"Lite Loan - New",6066.67,3,"not paid"
Ogun,92250883,2022-04-02,2022-04-01,2022-03-01,2022-03-03,43700.0000000000,"Lite Loan - New",8740.00,3,"not paid"
Lagos,92250979,2022-03-25,2022-03-01,2022-02-01,2022-02-23,37600.0000000000,"Lite Loan - New",11280.00,3,paidin30
Lagos,92251632,2022-04-08,2022-04-01,2022-03-01,2022-03-09,11500.0000000000,"Lite Loan - New",1725.00,3,paidin14
Delta,92251777,2022-03-26,2022-03-01,2022-02-01,2022-02-24,40400.0000000000,"Lite Loan - New",12120.00,3,"not paid"
Oyo,92251800,2022-03-26,2022-03-01,2022-02-01,2022-02-24,50000.0000000000,"Lite Loan - New",12450.00,3,paidin30
FCT,92251802,2022-03-26,2022-03-01,2022-02-01,2022-02-24,25000.0000000000,"Lite Loan - New",7500.00,3,paidin7
FCT,92252128,2022-03-26,2022-03-01,2022-02-01,2022-02-24,9400.0000000000,"Lite Loan - New",3402.80,3,paidin14
Lagos,92252461,2022-03-27,2022-03-01,2022-02-01,2022-02-25,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92252513,2022-03-28,2022-03-01,2022-02-01,2022-02-26,5400.0000000000,"Lite Loan - New",1512.00,3,paidin7
FCT,92252538,2022-03-27,2022-03-01,2022-02-01,2022-02-25,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92253068,2022-03-27,2022-03-01,2022-02-01,2022-02-25,9200.0000000000,"Lite Loan - New",2760.00,3,paidin7
FCT,92253789,2022-03-28,2022-03-01,2022-02-01,2022-02-26,26600.0000000000,"Lite Loan - New",8512.00,3,paidin7
Lagos,92253891,2022-03-30,2022-03-01,2022-02-01,2022-02-28,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Abia,92254018,2022-03-31,2022-03-01,2022-03-01,2022-03-01,18200.0000000000,"Lite Loan - New",4914.00,3,"not paid"
Oyo,92254060,2022-03-30,2022-03-01,2022-02-01,2022-02-28,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92254115,2022-03-31,2022-03-01,2022-03-01,2022-03-01,10900.0000000000,"Lite Loan - New",2943.00,3,"not paid"
Delta,92254221,2022-03-29,2022-03-01,2022-02-01,2022-02-27,29600.0000000000,"Lite Loan - New",9176.00,3,"not paid"
Taraba,92254223,2022-03-30,2022-03-01,2022-02-01,2022-02-28,4000.0000000000,"Lite Loan - New",1200.00,3,"not paid"
Rivers,92254432,2022-04-16,2022-04-01,2022-03-01,2022-03-17,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92254676,2022-03-29,2022-03-01,2022-02-01,2022-02-27,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Rivers,92255218,2022-03-31,2022-03-01,2022-03-01,2022-03-01,12600.0000000000,"Lite Loan - New",3402.00,3,"not paid"
Lagos,92255236,2022-04-02,2022-04-01,2022-03-01,2022-03-03,26700.0000000000,"Lite Loan - New",6675.00,3,"not paid"
FCT,92255436,2022-04-05,2022-04-01,2022-03-01,2022-03-06,5400.0000000000,"Lite Loan - New",1188.00,3,paidin7
Ogun,92255446,2022-04-02,2022-04-01,2022-03-01,2022-03-03,6200.0000000000,"Lite Loan - New",1550.00,3,"not paid"
Ekiti,92255976,2022-04-02,2022-04-01,2022-03-01,2022-03-03,28000.0000000000,"Lite Loan - New",7840.00,3,paidin7
FCT,92256004,2022-04-01,2022-04-01,2022-03-01,2022-03-02,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
FCT,92256390,2022-04-01,2022-04-01,2022-03-01,2022-03-02,8000.0000000000,"Lite Loan - New",2560.00,3,paidin7
Lagos,92256454,2022-04-01,2022-04-01,2022-03-01,2022-03-02,50000.0000000000,"Lite Loan - New",16570.90,3,"not paid"
Oyo,92257239,2022-04-02,2022-04-01,2022-03-01,2022-03-03,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Delta,92257322,2022-04-02,2022-04-01,2022-03-01,2022-03-03,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Rivers,92257541,2022-04-02,2022-04-01,2022-03-01,2022-03-03,26100.0000000000,"Lite Loan - New",8091.00,3,"not paid"
Lagos,92257542,2022-04-02,2022-04-01,2022-03-01,2022-03-03,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92258269,2022-04-03,2022-04-01,2022-03-01,2022-03-04,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Kano,92258623,2022-04-03,2022-04-01,2022-03-01,2022-03-04,23400.0000000000,"Lite Loan - New",7020.00,3,"not paid"
FCT,92258996,2022-04-04,2022-04-01,2022-03-01,2022-03-05,20000.0000000000,"Lite Loan - New",6066.67,3,"not paid"
Anambra,92259400,2022-04-05,2022-04-01,2022-03-01,2022-03-06,8000.0000000000,"Lite Loan - New",2426.67,3,"not paid"
Lagos,92259406,2022-04-04,2022-04-01,2022-03-01,2022-03-05,50000.0000000000,"Lite Loan - New",12588.33,3,paidin7
Lagos,92259523,2022-04-06,2022-04-01,2022-03-01,2022-03-07,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
Lagos,92259602,2022-04-05,2022-04-01,2022-03-01,2022-03-06,35000.0000000000,"Lite Loan - New",10500.00,3,paidin7
Kogi,92259660,2022-04-05,2022-04-01,2022-03-01,2022-03-06,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Benue,92259759,2022-04-09,2022-04-01,2022-03-01,2022-03-10,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Ogun,92259873,2022-04-06,2022-04-01,2022-03-01,2022-03-07,20000.0000000000,"Lite Loan - New",5800.00,3,paidin7
Edo,92260233,2022-04-06,2022-04-01,2022-03-01,2022-03-07,5200.0000000000,"Lite Loan - New",1560.00,3,"not paid"
Kaduna,92260526,2022-04-07,2022-04-01,2022-03-01,2022-03-08,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
"Akwa Ibom",92260544,2022-04-06,2022-04-01,2022-03-01,2022-03-07,34000.0000000000,"Lite Loan - New",10200.00,3,paidin14
Ogun,92260553,2022-04-10,2022-04-01,2022-03-01,2022-03-11,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92260682,2022-04-07,2022-04-01,2022-03-01,2022-03-08,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Oyo,92260820,2022-04-09,2022-04-01,2022-03-01,2022-03-10,5000.0000000000,"Lite Loan - New",1500.00,3,"not paid"
Oyo,92260842,2022-04-08,2022-04-01,2022-03-01,2022-03-09,16600.0000000000,"Lite Loan - New",4648.00,3,"not paid"
Oyo,92260924,2022-04-07,2022-04-01,2022-03-01,2022-03-08,6900.0000000000,"Lite Loan - New",2070.00,3,paidin7
Edo,92261221,2022-04-09,2022-04-01,2022-03-01,2022-03-10,11500.0000000000,"Lite Loan - New",3220.00,3,"not paid"
Lagos,92261291,2022-04-10,2022-04-01,2022-03-01,2022-03-11,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92261367,2022-04-13,2022-04-01,2022-03-01,2022-03-14,10300.0000000000,"Lite Loan - New",2791.30,3,paidin7
Lagos,92261555,2022-04-07,2022-04-01,2022-03-01,2022-03-08,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Rivers,92261630,2022-04-10,2022-04-01,2022-03-01,2022-03-11,9000.0000000000,"Lite Loan - New",2430.00,3,paidin7
Lagos,92261795,2022-04-10,2022-04-01,2022-03-01,2022-03-11,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92261847,2022-04-09,2022-04-01,2022-03-01,2022-03-10,26300.0000000000,"Lite Loan - New",7364.00,3,paidin7
Lagos,92261890,2022-04-09,2022-04-01,2022-03-01,2022-03-10,20000.0000000000,"Lite Loan - New",5600.00,3,paidin7
Lagos,92262228,2022-04-08,2022-04-01,2022-03-01,2022-03-09,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Ogun,92262538,2022-04-10,2022-04-01,2022-03-01,2022-03-11,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92262849,2022-04-11,2022-04-01,2022-03-01,2022-03-12,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ekiti,92263235,2022-04-10,2022-04-01,2022-03-01,2022-03-11,5000.0000000000,"Lite Loan - New",1500.00,3,"not paid"
Lagos,92263270,2022-04-10,2022-04-01,2022-03-01,2022-03-11,15000.0000000000,"Lite Loan - New",4500.00,3,"not paid"
Rivers,92263352,2022-04-11,2022-04-01,2022-03-01,2022-03-12,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Oyo,92263488,2022-04-09,2022-04-01,2022-03-01,2022-03-10,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
