address,ID,First_Due_Date,First_Payment_Month,DisbursementMonth,DisbursementDate,loanamount,LOANNAME,totaldue,TERM,Paidflag
Lagos,92199727,2022-01-13,2022-01-01,2021-12-01,2021-12-14,45900.0000000000,"Lite Loan - New",13770.00,3,paidin7
FCT,92200578,2022-01-15,2022-01-01,2021-12-01,2021-12-16,4600.0000000000,"Lite Loan - New",1426.00,3,paidin7
Ogun,92200679,2022-01-14,2022-01-01,2021-12-01,2021-12-15,8300.0000000000,"Lite Loan - New",2656.00,3,paidin7
Imo,92201357,2022-01-15,2022-01-01,2021-12-01,2021-12-16,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92201562,2022-01-15,2022-01-01,2021-12-01,2021-12-16,15500.0000000000,"Lite Loan - New",4805.00,3,"not paid"
Ogun,92201577,2022-01-18,2022-01-01,2021-12-01,2021-12-19,16400.0000000000,"Lite Loan - New",4592.00,3,paidin7
Lagos,92201740,2022-01-15,2022-01-01,2021-12-01,2021-12-16,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Rivers,92201808,2022-01-16,2022-01-01,2021-12-01,2021-12-17,15000.0000000000,"Lite Loan - New",4500.00,3,"not paid"
Lagos,92201888,2022-01-16,2022-01-01,2021-12-01,2021-12-17,6000.0000000000,"Lite Loan - New",1800.00,3,paidin7
Lagos,92202364,2022-01-16,2022-01-01,2021-12-01,2021-12-17,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92202939,2022-01-17,2022-01-01,2021-12-01,2021-12-18,5200.0000000000,"Lite Loan - New",1560.00,3,paidin7
Kaduna,92203119,2022-01-18,2022-01-01,2021-12-01,2021-12-19,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
Lagos,92203268,2022-01-18,2022-01-01,2021-12-01,2021-12-19,20000.0000000000,"Lite Loan - New",6133.33,3,"not paid"
Lagos,92203269,2022-01-19,2022-01-01,2021-12-01,2021-12-20,10000.0000000000,"Lite Loan - New",3066.67,3,"not paid"
FCT,92203891,2022-01-20,2022-01-01,2021-12-01,2021-12-21,35000.0000000000,"Lite Loan - New",10150.00,3,paidin7
Oyo,92203911,2022-01-19,2022-01-01,2021-12-01,2021-12-20,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
Enugu,92204102,2022-01-19,2022-01-01,2021-12-01,2021-12-20,13500.0000000000,"Lite Loan - New",4050.00,3,paidin7
Lagos,92204342,2022-01-20,2022-01-01,2021-12-01,2021-12-21,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Bayelsa,92204362,2022-01-28,2022-01-01,2021-12-01,2021-12-29,13900.0000000000,"Lite Loan - New",3058.00,3,paidin7
Lagos,92204388,2022-01-20,2022-01-01,2021-12-01,2021-12-21,5200.0000000000,"Lite Loan - New",1560.00,3,paidin14
Ogun,92204422,2022-01-20,2022-01-01,2021-12-01,2021-12-21,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92204538,2022-01-20,2022-01-01,2021-12-01,2021-12-21,34800.0000000000,"Lite Loan - New",10440.00,3,paidin7
Lagos,92205046,2022-01-29,2022-01-01,2021-12-01,2021-12-30,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92205491,2022-01-21,2022-01-01,2021-12-01,2021-12-22,5600.0000000000,"Lite Loan - New",1792.00,3,paidin7
Lagos,92205536,2022-01-22,2022-01-01,2021-12-01,2021-12-23,15000.0000000000,"Lite Loan - New",4500.00,3,paidin7
FCT,92205579,2022-01-23,2022-01-01,2021-12-01,2021-12-24,12500.0000000000,"Lite Loan - New",3750.00,3,"not paid"
Oyo,92205682,2022-01-23,2022-01-01,2021-12-01,2021-12-24,42900.0000000000,"Lite Loan - New",12870.00,3,"not paid"
Ogun,92205684,2022-01-22,2022-01-01,2021-12-01,2021-12-23,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92205737,2022-01-22,2022-01-01,2021-12-01,2021-12-23,10300.0000000000,"Lite Loan - New",3193.00,3,"not paid"
Lagos,92205927,2022-01-23,2022-01-01,2021-12-01,2021-12-24,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92206172,2022-01-29,2022-01-01,2021-12-01,2021-12-30,6100.0000000000,"Lite Loan - New",1464.00,3,paidin7
Lagos,92206196,2022-01-24,2022-01-01,2021-12-01,2021-12-25,5300.0000000000,"Lite Loan - New",1537.00,3,paidin7
Lagos,92206366,2022-01-23,2022-01-01,2021-12-01,2021-12-24,24200.0000000000,"Lite Loan - New",7260.00,3,paidin7
Lagos,92206539,2022-01-23,2022-01-01,2021-12-01,2021-12-24,9200.0000000000,"Lite Loan - New",2760.00,3,paidin7
Kwara,92206850,2022-01-24,2022-01-01,2021-12-01,2021-12-25,12000.0000000000,"Lite Loan - New",3480.00,3,paidin7
Kano,92207005,2022-01-28,2022-01-01,2021-12-01,2021-12-29,18000.0000000000,"Lite Loan - New",5400.00,3,"not paid"
"Akwa Ibom",92207014,2022-01-24,2022-01-01,2021-12-01,2021-12-25,6700.0000000000,"Lite Loan - New",2010.00,3,paidin7
Bayelsa,92207063,2022-01-28,2022-01-01,2021-12-01,2021-12-29,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92207131,2022-01-24,2022-01-01,2021-12-01,2021-12-25,12300.0000000000,"Lite Loan - New",3690.00,3,paidin7
FCT,92207387,2022-01-25,2022-01-01,2021-12-01,2021-12-26,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
Lagos,92207690,2022-01-26,2022-01-01,2021-12-01,2021-12-27,19400.0000000000,"Lite Loan - New",5820.00,3,paidin7
Lagos,92208794,2022-01-28,2022-01-01,2021-12-01,2021-12-29,12800.0000000000,"Lite Loan - New",3968.00,3,"not paid"
Kaduna,92208848,2022-01-30,2022-01-01,2021-12-01,2021-12-31,7600.0000000000,"Lite Loan - New",2280.00,3,paidin7
Lagos,92209513,2022-01-30,2022-01-01,2021-12-01,2021-12-31,6900.0000000000,"Lite Loan - New",2070.00,3,"not paid"
Oyo,92209552,2022-01-29,2022-01-01,2021-12-01,2021-12-30,6000.0000000000,"Lite Loan - New",1800.00,3,paidin7
FCT,92210101,2022-01-29,2022-01-01,2021-12-01,2021-12-30,8900.0000000000,"Lite Loan - New",2670.00,3,paidin7
Ogun,92210121,2022-01-29,2022-01-01,2021-12-01,2021-12-30,20000.0000000000,"Lite Loan - New",6000.00,3,paidin14
Lagos,92210268,2022-01-30,2022-01-01,2021-12-01,2021-12-31,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92210406,2022-01-30,2022-01-01,2021-12-01,2021-12-31,12800.0000000000,"Lite Loan - New",3840.00,3,"not paid"
Lagos,92210421,2022-02-23,2022-02-01,2022-01-01,2022-01-24,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
FCT,92210470,2022-02-05,2022-02-01,2022-01-01,2022-01-06,11900.0000000000,"Lite Loan - New",2856.00,3,paidin7
Lagos,92210542,2022-02-02,2022-02-01,2022-01-01,2022-01-03,6200.0000000000,"Lite Loan - New",1674.00,3,paidin7
Lagos,92211005,2022-01-30,2022-01-01,2021-12-01,2021-12-31,50000.0000000000,"Lite Loan - New",15000.00,3,paidin7
Lagos,92211006,2022-01-31,2022-01-01,2022-01-01,2022-01-01,16100.0000000000,"Lite Loan - New",4669.00,3,"not paid"
Rivers,92211015,2022-01-30,2022-01-01,2021-12-01,2021-12-31,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92212304,2022-02-02,2022-02-01,2022-01-01,2022-01-03,12200.0000000000,"Lite Loan - New",3660.00,3,paidin7
Lagos,92212606,2022-02-05,2022-02-01,2022-01-01,2022-01-06,11200.0000000000,"Lite Loan - New",3024.00,3,paidin7
Kaduna,92213081,2022-02-03,2022-02-01,2022-01-01,2022-01-04,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Kano,92213637,2022-02-07,2022-02-01,2022-01-01,2022-01-08,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Kaduna,92213943,2022-02-06,2022-02-01,2022-01-01,2022-01-07,32000.0000000000,"Lite Loan - New",9600.00,3,paidin7
Ogun,92214095,2022-02-04,2022-02-01,2022-01-01,2022-01-05,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92214121,2022-02-04,2022-02-01,2022-01-01,2022-01-05,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Oyo,92214125,2022-02-04,2022-02-01,2022-01-01,2022-01-05,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Edo,92214142,2022-02-04,2022-02-01,2022-01-01,2022-01-05,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92214483,2022-02-05,2022-02-01,2022-01-01,2022-01-06,14800.0000000000,"Lite Loan - New",4588.00,3,paidin7
Rivers,92214804,2022-02-05,2022-02-01,2022-01-01,2022-01-06,5900.0000000000,"Lite Loan - New",1829.00,3,paidin7
Ogun,92215610,2022-02-06,2022-02-01,2022-01-01,2022-01-07,36100.0000000000,"Lite Loan - New",10830.00,3,"not paid"
Osun,92215741,2022-02-06,2022-02-01,2022-01-01,2022-01-07,20600.0000000000,"Lite Loan - New",6180.00,3,"not paid"
Lagos,92216059,2022-02-10,2022-02-01,2022-01-01,2022-01-11,6000.0000000000,"Lite Loan - New",1800.00,3,paidin7
Lagos,92216230,2022-02-09,2022-02-01,2022-01-01,2022-01-10,9100.0000000000,"Lite Loan - New",2548.00,3,paidin7
Lagos,92216563,2022-02-09,2022-02-01,2022-01-01,2022-01-10,19700.0000000000,"Lite Loan - New",5516.00,3,"not paid"
Lagos,92216755,2022-02-08,2022-02-01,2022-01-01,2022-01-09,16100.0000000000,"Lite Loan - New",4669.00,3,paidin7
"Cross River",92216817,2022-02-07,2022-02-01,2022-01-01,2022-01-08,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92217051,2022-02-09,2022-02-01,2022-01-01,2022-01-10,11300.0000000000,"Lite Loan - New",3277.00,3,paidin7
Lagos,92217143,2022-02-08,2022-02-01,2022-01-01,2022-01-09,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Enugu,92217358,2022-02-09,2022-02-01,2022-01-01,2022-01-10,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Lagos,92218254,2022-02-13,2022-02-01,2022-01-01,2022-01-14,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92219251,2022-02-18,2022-02-01,2022-01-01,2022-01-19,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Ogun,92219589,2022-02-13,2022-02-01,2022-01-01,2022-01-14,7200.0000000000,"Lite Loan - New",2160.00,3,paidin7
Oyo,92219609,2022-02-17,2022-02-01,2022-01-01,2022-01-18,15000.0000000000,"Lite Loan - New",4500.00,3,"not paid"
Lagos,92220144,2022-02-12,2022-02-01,2022-01-01,2022-01-13,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92220290,2022-02-13,2022-02-01,2022-01-01,2022-01-14,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Enugu,92220399,2022-02-13,2022-02-01,2022-01-01,2022-01-14,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92220530,2022-02-13,2022-02-01,2022-01-01,2022-01-14,15000.0000000000,"Lite Loan - New",4500.00,3,"not paid"
Lagos,92220657,2022-02-13,2022-02-01,2022-01-01,2022-01-14,19800.0000000000,"Lite Loan - New",5940.00,3,paidin7
Kogi,92220662,2022-02-13,2022-02-01,2022-01-01,2022-01-14,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Kaduna,92221095,2022-02-14,2022-02-01,2022-01-01,2022-01-15,10900.0000000000,"Lite Loan - New",3270.00,3,paidin7
Lagos,92221538,2022-02-14,2022-02-01,2022-01-01,2022-01-15,14600.0000000000,"Lite Loan - New",4380.00,3,paidin7
Edo,92221631,2022-02-16,2022-02-01,2022-01-01,2022-01-17,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Oyo,92221665,2022-02-18,2022-02-01,2022-01-01,2022-01-19,8500.0000000000,"Lite Loan - New",2210.00,3,"not paid"
Lagos,92221706,2022-02-17,2022-02-01,2022-01-01,2022-01-18,23600.0000000000,"Lite Loan - New",6372.00,3,"not paid"
FCT,92222097,2022-02-16,2022-02-01,2022-01-01,2022-01-17,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
FCT,92222129,2022-02-15,2022-02-01,2022-01-01,2022-01-16,5000.0000000000,"Lite Loan - New",1533.33,3,"not paid"
Lagos,92222227,2022-02-16,2022-02-01,2022-01-01,2022-01-17,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Lagos,92222231,2022-02-18,2022-02-01,2022-01-01,2022-01-19,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
Ogun,92222248,2022-02-15,2022-02-01,2022-01-01,2022-01-16,20000.0000000000,"Lite Loan - New",6133.33,3,"not paid"
Lagos,92222249,2022-02-15,2022-02-01,2022-01-01,2022-01-16,8800.0000000000,"Lite Loan - New",2640.00,3,paidin7
Ogun,92222288,2022-02-17,2022-02-01,2022-01-01,2022-01-18,40000.0000000000,"Lite Loan - New",11200.00,3,paidin7
FCT,92222299,2022-02-15,2022-02-01,2022-01-01,2022-01-16,15000.0000000000,"Lite Loan - New",4600.00,3,"not paid"
Lagos,92222961,2022-02-16,2022-02-01,2022-01-01,2022-01-17,16600.0000000000,"Lite Loan - New",4980.00,3,paidin30
FCT,92223098,2022-02-17,2022-02-01,2022-01-01,2022-01-18,19300.0000000000,"Lite Loan - New",5597.00,3,"not paid"
Ogun,92223625,2022-02-17,2022-02-01,2022-01-01,2022-01-18,16500.0000000000,"Lite Loan - New",4950.00,3,paidin7
Lagos,92224253,2022-02-18,2022-02-01,2022-01-01,2022-01-19,8700.0000000000,"Lite Loan - New",2784.00,3,"not paid"
Lagos,92224262,2022-02-19,2022-02-01,2022-01-01,2022-01-20,19700.0000000000,"Lite Loan - New",6107.00,3,paidin7
Ogun,92224399,2022-02-19,2022-02-01,2022-01-01,2022-01-20,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92224503,2022-02-22,2022-02-01,2022-01-01,2022-01-23,6600.0000000000,"Lite Loan - New",1848.00,3,paidin14
Lagos,92224788,2022-02-20,2022-02-01,2022-01-01,2022-01-21,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92224935,2022-02-23,2022-02-01,2022-01-01,2022-01-24,12000.0000000000,"Lite Loan - New",3240.00,3,paidin7
Ogun,92225002,2022-02-20,2022-02-01,2022-01-01,2022-01-21,10900.0000000000,"Lite Loan - New",3270.00,3,paidin7
FCT,92225083,2022-02-22,2022-02-01,2022-01-01,2022-01-23,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92225193,2022-02-19,2022-02-01,2022-01-01,2022-01-20,19400.0000000000,"Lite Loan - New",6014.00,3,paidin7
Lagos,92225386,2022-02-20,2022-02-01,2022-01-01,2022-01-21,15300.0000000000,"Lite Loan - New",4590.00,3,paidin7
Rivers,92225426,2022-02-20,2022-02-01,2022-01-01,2022-01-21,6300.0000000000,"Lite Loan - New",1962.78,3,paidin14
"Akwa Ibom",92225516,2022-02-20,2022-02-01,2022-01-01,2022-01-21,50000.0000000000,"Lite Loan - New",15000.00,3,paidin7
Lagos,92225811,2022-02-20,2022-02-01,2022-01-01,2022-01-21,5000.0000000000,"Lite Loan - New",1500.00,3,paidin7
Lagos,92225950,2022-02-20,2022-02-01,2022-01-01,2022-01-21,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Rivers,92225981,2022-03-06,2022-03-01,2022-02-01,2022-02-04,15700.0000000000,"Lite Loan - New",2669.00,3,paidin7
Oyo,92226047,2022-02-20,2022-02-01,2022-01-01,2022-01-21,10000.0000000000,"Lite Loan - New",3000.00,3,paidin7
Lagos,92226613,2022-02-21,2022-02-01,2022-01-01,2022-01-22,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Rivers,92226700,2022-02-21,2022-02-01,2022-01-01,2022-01-22,30500.0000000000,"Lite Loan - New",9150.00,3,"not paid"
Lagos,92226971,2022-02-23,2022-02-01,2022-01-01,2022-01-24,50000.0000000000,"Lite Loan - New",14500.00,3,paidin7
Ogun,92227071,2022-02-22,2022-02-01,2022-01-01,2022-01-23,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Abia,92227240,2022-02-25,2022-02-01,2022-01-01,2022-01-26,18200.0000000000,"Lite Loan - New",4914.00,3,"not paid"
FCT,92227333,2022-02-22,2022-02-01,2022-01-01,2022-01-23,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
Delta,92227467,2022-02-22,2022-02-01,2022-01-01,2022-01-23,37400.0000000000,"Lite Loan - New",11220.00,3,paidin7
FCT,92227730,2022-02-23,2022-02-01,2022-01-01,2022-01-24,7700.0000000000,"Lite Loan - New",2310.00,3,paidin7
Oyo,92227806,2022-02-23,2022-02-01,2022-01-01,2022-01-24,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
Anambra,92228227,2022-02-26,2022-02-01,2022-01-01,2022-01-27,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
FCT,92228231,2022-02-23,2022-02-01,2022-01-01,2022-01-24,8600.0000000000,"Lite Loan - New",2580.00,3,paidin7
"Akwa Ibom",92228313,2022-02-23,2022-02-01,2022-01-01,2022-01-24,20000.0000000000,"Lite Loan - New",6066.67,3,paidin14
Kwara,92228397,2022-02-23,2022-02-01,2022-01-01,2022-01-24,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
FCT,92228652,2022-02-24,2022-02-01,2022-01-01,2022-01-25,13400.0000000000,"Lite Loan - New",4020.00,3,paidin7
Lagos,92228677,2022-02-24,2022-02-01,2022-01-01,2022-01-25,40300.0000000000,"Lite Loan - New",12090.00,3,paidin7
Edo,92228875,2022-02-24,2022-02-01,2022-01-01,2022-01-25,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92228891,2022-02-24,2022-02-01,2022-01-01,2022-01-25,37300.0000000000,"Lite Loan - New",11190.00,3,"not paid"
Ogun,92229375,2022-02-25,2022-02-01,2022-01-01,2022-01-26,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Kaduna,92229500,2022-02-25,2022-02-01,2022-01-01,2022-01-26,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92229882,2022-02-26,2022-02-01,2022-01-01,2022-01-27,5000.0000000000,"Lite Loan - New",1650.00,3,"not paid"
Lagos,92230271,2022-02-27,2022-02-01,2022-01-01,2022-01-28,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Kano,92230518,2022-02-27,2022-02-01,2022-01-01,2022-01-28,15000.0000000000,"Lite Loan - New",4500.00,3,paidin7
"Cross River",92230583,2022-02-26,2022-02-01,2022-01-01,2022-01-27,19800.0000000000,"Lite Loan - New",6534.00,3,paidin7
Lagos,92230876,2022-02-27,2022-02-01,2022-01-01,2022-01-28,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Lagos,92231083,2022-02-27,2022-02-01,2022-01-01,2022-01-28,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Oyo,92231113,2022-03-06,2022-03-01,2022-02-01,2022-02-04,9500.0000000000,"Lite Loan - New",2470.00,3,paidin7
Delta,92231371,2022-02-27,2022-02-01,2022-01-01,2022-01-28,12900.0000000000,"Lite Loan - New",4128.00,3,paidin7
Lagos,92231646,2022-02-28,2022-02-01,2022-01-01,2022-01-29,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Oyo,92231872,2022-02-28,2022-02-01,2022-01-01,2022-01-29,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92231992,2022-02-28,2022-02-01,2022-01-01,2022-01-29,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Lagos,92232380,2022-03-02,2022-03-01,2022-01-01,2022-01-31,7700.0000000000,"Lite Loan - New",2310.00,3,"not paid"
Lagos,92232900,2022-03-02,2022-03-01,2022-01-01,2022-01-31,50000.0000000000,"Lite Loan - New",12726.67,3,paidin7
Delta,92232973,2022-03-05,2022-03-01,2022-02-01,2022-02-03,5000.0000000000,"Lite Loan - New",1350.00,3,paidin7
Lagos,92233017,2022-03-02,2022-03-01,2022-01-01,2022-01-31,7300.0000000000,"Lite Loan - New",2190.00,3,paidin7
Lagos,92233054,2022-03-02,2022-03-01,2022-01-01,2022-01-31,47800.0000000000,"Lite Loan - New",14340.00,3,paidin7
FCT,92233270,2022-03-02,2022-03-01,2022-01-01,2022-01-31,13100.0000000000,"Lite Loan - New",3930.00,3,paidin7
Lagos,92233772,2022-03-03,2022-03-01,2022-02-01,2022-02-01,9000.0000000000,"Lite Loan - New",2700.00,3,paidin7
Lagos,92234225,2022-03-04,2022-03-01,2022-02-01,2022-02-02,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Osun,92234259,2022-03-04,2022-03-01,2022-02-01,2022-02-02,20400.0000000000,"Lite Loan - New",6120.00,3,paidin7
Kaduna,92234316,2022-03-06,2022-03-01,2022-02-01,2022-02-04,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92234498,2022-03-05,2022-03-01,2022-02-01,2022-02-03,16800.0000000000,"Lite Loan - New",4872.00,3,paidin7
Lagos,92234632,2022-03-08,2022-03-01,2022-02-01,2022-02-06,7300.0000000000,"Lite Loan - New",1898.00,3,paidin7
Oyo,92234634,2022-03-04,2022-03-01,2022-02-01,2022-02-02,11600.0000000000,"Lite Loan - New",3480.00,3,paidin7
Oyo,92234635,2022-03-04,2022-03-01,2022-02-01,2022-02-02,19000.0000000000,"Lite Loan - New",5700.00,3,paidin7
Lagos,92234853,2022-03-08,2022-03-01,2022-02-01,2022-02-06,9700.0000000000,"Lite Loan - New",2619.00,3,paidin7
Lagos,92234903,2022-03-06,2022-03-01,2022-02-01,2022-02-04,15000.0000000000,"Lite Loan - New",4500.00,3,paidin14
Lagos,92235274,2022-03-07,2022-03-01,2022-02-01,2022-02-05,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
FCT,92235647,2022-03-06,2022-03-01,2022-02-01,2022-02-04,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Lagos,92236174,2022-03-07,2022-03-01,2022-02-01,2022-02-05,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Oyo,92237042,2022-03-08,2022-03-01,2022-02-01,2022-02-06,10500.0000000000,"Lite Loan - New",3255.00,3,paidin7
Ogun,92238099,2022-03-12,2022-03-01,2022-02-01,2022-02-10,44400.0000000000,"Lite Loan - New",11988.00,3,"not paid"
Edo,92240637,2022-04-07,2022-04-01,2022-03-01,2022-03-08,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92241512,2022-04-09,2022-04-01,2022-03-01,2022-03-10,28800.0000000000,"Lite Loan - New",288.00,3,paidin7
Ogun,92242449,2022-04-02,2022-04-01,2022-03-01,2022-03-03,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Delta,92242810,2022-03-17,2022-03-01,2022-02-01,2022-02-15,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Oyo,92242975,2022-03-16,2022-03-01,2022-02-01,2022-02-14,20000.0000000000,"Lite Loan - New",6133.33,3,paidin7
FCT,92243306,2022-03-19,2022-03-01,2022-02-01,2022-02-17,10700.0000000000,"Lite Loan - New",2889.00,3,paidin7
Delta,92243625,2022-03-17,2022-03-01,2022-02-01,2022-02-15,50000.0000000000,"Lite Loan - New",12726.67,3,"not paid"
Lagos,92243802,2022-03-21,2022-03-01,2022-02-01,2022-02-19,6000.0000000000,"Lite Loan - New",1560.00,3,paidin7
Lagos,92243984,2022-03-21,2022-03-01,2022-02-01,2022-02-19,11300.0000000000,"Lite Loan - New",2938.00,3,paidin7
Lagos,92244017,2022-03-22,2022-03-01,2022-02-01,2022-02-20,21900.0000000000,"Lite Loan - New",5475.00,3,paidin30
Benue,92244171,2022-03-17,2022-03-01,2022-02-01,2022-02-15,13500.0000000000,"Lite Loan - New",4050.00,3,"not paid"
FCT,92245259,2022-03-22,2022-03-01,2022-02-01,2022-02-20,40900.0000000000,"Lite Loan - New",10634.00,3,paidin7
Oyo,92246115,2022-03-28,2022-03-01,2022-02-01,2022-02-26,6100.0000000000,"Lite Loan - New",1281.00,3,paidin7
Lagos,92246547,2022-03-30,2022-03-01,2022-02-01,2022-02-28,28500.0000000000,"Lite Loan - New",5130.00,3,"not paid"
Lagos,92246683,2022-03-25,2022-03-01,2022-02-01,2022-02-23,21900.0000000000,"Lite Loan - New",5475.00,3,paidin7
Lagos,92246795,2022-04-02,2022-04-01,2022-03-01,2022-03-03,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Delta,92248131,2022-03-29,2022-03-01,2022-02-01,2022-02-27,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92248931,2022-03-23,2022-03-01,2022-02-01,2022-02-21,41600.0000000000,"Lite Loan - New",12480.00,3,"not paid"
Ogun,92249026,2022-03-26,2022-03-01,2022-02-01,2022-02-24,20000.0000000000,"Lite Loan - New",6133.33,3,"not paid"
Ogun,92249345,2022-03-23,2022-03-01,2022-02-01,2022-02-21,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92249844,2022-03-27,2022-03-01,2022-02-01,2022-02-25,6400.0000000000,"Lite Loan - New",1728.00,3,paidin7
FCT,92249885,2022-03-24,2022-03-01,2022-02-01,2022-02-22,10000.0000000000,"Lite Loan - New",3033.33,3,paidin7
FCT,92250378,2022-03-25,2022-03-01,2022-02-01,2022-02-23,20000.0000000000,"Lite Loan - New",6658.59,3,"not paid"
FCT,92250552,2022-03-24,2022-03-01,2022-02-01,2022-02-22,20000.0000000000,"Lite Loan - New",6066.67,3,paidin7
Lagos,92250582,2022-03-24,2022-03-01,2022-02-01,2022-02-22,15000.0000000000,"Lite Loan - New",4550.00,3,paidin7
Lagos,92251090,2022-04-18,2022-04-01,2022-03-01,2022-03-19,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92251194,2022-03-25,2022-03-01,2022-02-01,2022-02-23,17300.0000000000,"Lite Loan - New",5190.00,3,paidin7
Lagos,92251278,2022-03-25,2022-03-01,2022-02-01,2022-02-23,20000.0000000000,"Lite Loan - New",6000.00,3,"not paid"
Kaduna,92251340,2022-03-25,2022-03-01,2022-02-01,2022-02-23,5000.0000000000,"Lite Loan - New",1500.00,3,paidin7
Delta,92251367,2022-03-25,2022-03-01,2022-02-01,2022-02-23,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Ogun,92252213,2022-03-26,2022-03-01,2022-02-01,2022-02-24,8000.0000000000,"Lite Loan - New",2400.00,3,"not paid"
Oyo,92252936,2022-03-27,2022-03-01,2022-02-01,2022-02-25,41500.0000000000,"Lite Loan - New",12450.00,3,paidin7
Edo,92253146,2022-03-31,2022-03-01,2022-03-01,2022-03-01,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
FCT,92253455,2022-03-27,2022-03-01,2022-02-01,2022-02-25,50000.0000000000,"Lite Loan - New",12450.00,3,"not paid"
Anambra,92253513,2022-03-28,2022-03-01,2022-02-01,2022-02-26,15000.0000000000,"Lite Loan - New",4500.00,3,"not paid"
FCT,92253577,2022-03-28,2022-03-01,2022-02-01,2022-02-26,50000.0000000000,"Lite Loan - New",12450.00,3,paidin7
Ogun,92253673,2022-03-28,2022-03-01,2022-02-01,2022-02-26,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
Lagos,92254406,2022-03-29,2022-03-01,2022-02-01,2022-02-27,20000.0000000000,"Lite Loan - New",6000.00,3,paidin7
